run_id,ts_utc,op_index,type,query_name,elapsed_ms,status,error
20260127_190157,2026-01-27T19:02:03.671989Z,22,WRITE,UNKNOWN,6.103,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190157,2026-01-27T19:02:03.672661Z,23,READ,R1_orders_by_customer,0.651,OK,
20260127_190157,2026-01-27T19:02:03.673312Z,24,READ,R3_top_products,0.639,OK,
20260127_190157,2026-01-27T19:02:03.673804Z,25,READ,R3_top_products,0.485,OK,
20260127_190157,2026-01-27T19:02:03.674437Z,26,READ,R5_avg_total_by_status,0.614,OK,
20260127_190157,2026-01-27T19:02:03.674504Z,27,WRITE,UNKNOWN,0.049,FAIL,2 params bound not matching 3 required
20260127_190157,2026-01-27T19:02:03.674554Z,28,WRITE,UNKNOWN,0.034,FAIL,2 params bound not matching 4 required
20260127_190157,2026-01-27T19:02:03.675215Z,29,READ,R1_orders_by_customer,0.65,OK,
20260127_190157,2026-01-27T19:02:03.675254Z,30,WRITE,UNKNOWN,0.029,FAIL,2 params bound not matching 4 required
20260127_190157,2026-01-27T19:02:03.675833Z,31,READ,R4_recent_customers,0.568,OK,
20260127_190157,2026-01-27T19:02:03.676324Z,32,READ,R4_recent_customers,0.483,OK,
20260127_190157,2026-01-27T19:02:03.676362Z,33,WRITE,UNKNOWN,0.029,FAIL,2 params bound not matching 4 required
20260127_190157,2026-01-27T19:02:03.676861Z,34,READ,R4_recent_customers,0.488,OK,
20260127_190157,2026-01-27T19:02:03.677312Z,35,READ,R5_avg_total_by_status,0.442,OK,
20260127_190157,2026-01-27T19:02:03.677934Z,36,READ,R1_orders_by_customer,0.613,OK,
20260127_190157,2026-01-27T19:02:03.677977Z,37,WRITE,UNKNOWN,0.03,FAIL,2 params bound not matching 3 required
20260127_190157,2026-01-27T19:02:03.678386Z,38,WRITE,UNKNOWN,0.398,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190157,2026-01-27T19:02:03.678793Z,39,READ,R4_recent_customers,0.396,OK,
20260127_190157,2026-01-27T19:02:03.679189Z,40,READ,R4_recent_customers,0.39,OK,
20260127_190157,2026-01-27T19:02:03.679684Z,41,READ,R3_top_products,0.482,OK,
20260127_190157,2026-01-27T19:02:03.680025Z,42,WRITE,UNKNOWN,0.335,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190157,2026-01-27T19:02:03.680055Z,43,WRITE,UNKNOWN,0.019,FAIL,2 params bound not matching 4 required
20260127_190157,2026-01-27T19:02:03.680079Z,44,WRITE,UNKNOWN,0.017,FAIL,2 params bound not matching 4 required
20260127_190157,2026-01-27T19:02:03.680501Z,45,READ,R4_recent_customers,0.415,OK,
20260127_190157,2026-01-27T19:02:03.680539Z,46,WRITE,UNKNOWN,0.028,FAIL,2 params bound not matching 3 required
20260127_190157,2026-01-27T19:02:03.680988Z,47,READ,R2_revenue_by_city,0.44,OK,
20260127_190157,2026-01-27T19:02:03.681377Z,48,READ,R2_revenue_by_city,0.38,OK,
20260127_190157,2026-01-27T19:02:03.681780Z,49,READ,R5_avg_total_by_status,0.395,OK,
20260127_190157,2026-01-27T19:02:03.682335Z,50,READ,R3_top_products,0.548,OK,
20260127_190157,2026-01-27T19:02:03.682730Z,51,READ,R4_recent_customers,0.388,OK,
20260127_190157,2026-01-27T19:02:03.683099Z,52,READ,R5_avg_total_by_status,0.365,OK,
20260127_190157,2026-01-27T19:02:03.683480Z,53,READ,R2_revenue_by_city,0.373,OK,
20260127_190157,2026-01-27T19:02:03.683831Z,54,READ,R5_avg_total_by_status,0.347,OK,
20260127_190157,2026-01-27T19:02:03.683853Z,55,WRITE,UNKNOWN,0.017,FAIL,2 params bound not matching 3 required
20260127_190157,2026-01-27T19:02:03.684207Z,56,READ,R5_avg_total_by_status,0.347,OK,
20260127_190157,2026-01-27T19:02:03.684617Z,57,READ,R4_recent_customers,0.405,OK,
20260127_190157,2026-01-27T19:02:03.685000Z,58,READ,R4_recent_customers,0.379,OK,
20260127_190157,2026-01-27T19:02:03.685473Z,59,READ,R1_orders_by_customer,0.466,OK,
20260127_190157,2026-01-27T19:02:03.685939Z,60,READ,R2_revenue_by_city,0.46,OK,
20260127_190157,2026-01-27T19:02:03.686449Z,61,READ,R1_orders_by_customer,0.504,OK,
20260127_190157,2026-01-27T19:02:03.686988Z,62,READ,R1_orders_by_customer,0.534,OK,
20260127_190157,2026-01-27T19:02:03.687395Z,63,READ,R5_avg_total_by_status,0.403,OK,
20260127_190157,2026-01-27T19:02:03.687766Z,64,READ,R3_top_products,0.365,OK,
20260127_190157,2026-01-27T19:02:03.688282Z,65,READ,R1_orders_by_customer,0.509,OK,
20260127_190157,2026-01-27T19:02:03.688730Z,66,READ,R2_revenue_by_city,0.442,OK,
20260127_190157,2026-01-27T19:02:03.689122Z,67,READ,R3_top_products,0.387,OK,
20260127_190157,2026-01-27T19:02:03.689547Z,68,READ,R4_recent_customers,0.415,OK,
20260127_190157,2026-01-27T19:02:03.690019Z,69,READ,R4_recent_customers,0.467,OK,
20260127_190157,2026-01-27T19:02:03.690495Z,70,WRITE,UNKNOWN,0.469,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190157,2026-01-27T19:02:03.690907Z,71,READ,R3_top_products,0.402,OK,
20260127_190157,2026-01-27T19:02:03.691409Z,72,READ,R1_orders_by_customer,0.495,OK,
20260127_190157,2026-01-27T19:02:03.691771Z,73,WRITE,UNKNOWN,0.357,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190157,2026-01-27T19:02:03.691795Z,74,WRITE,UNKNOWN,0.015,FAIL,2 params bound not matching 3 required
20260127_190157,2026-01-27T19:02:03.692180Z,75,READ,R2_revenue_by_city,0.378,OK,
20260127_190157,2026-01-27T19:02:03.693396Z,76,WRITE,W5_audit_log,1.211,OK,
20260127_190157,2026-01-27T19:02:03.693799Z,77,READ,R5_avg_total_by_status,0.392,OK,
20260127_190157,2026-01-27T19:02:03.694301Z,78,WRITE,W5_audit_log,0.497,OK,
20260127_190157,2026-01-27T19:02:03.694794Z,79,READ,R1_orders_by_customer,0.487,OK,
