run_id,ts_utc,op_index,type,query_name,elapsed_ms,status,error
20260127_144614,2026-01-27T14:46:15.025324+00:00Z,66,READ,R4_recent_customers,0.399,OK,
20260127_144614,2026-01-27T14:46:15.025721+00:00Z,67,READ,R4_recent_customers,0.393,OK,
20260127_144614,2026-01-27T14:46:15.026273+00:00Z,68,READ,R1_orders_by_customer,0.547,OK,
20260127_144614,2026-01-27T14:46:15.026659+00:00Z,69,READ,R2_revenue_by_city,0.382,OK,
20260127_144614,2026-01-27T14:46:15.027160+00:00Z,70,READ,R1_orders_by_customer,0.496,OK,
20260127_144614,2026-01-27T14:46:15.027719+00:00Z,71,READ,R1_orders_by_customer,0.555,OK,
20260127_144614,2026-01-27T14:46:15.028101+00:00Z,72,READ,R5_avg_total_by_status,0.379,OK,
20260127_144614,2026-01-27T14:46:15.028506+00:00Z,73,READ,R3_top_products,0.401,OK,
20260127_144614,2026-01-27T14:46:15.029034+00:00Z,74,READ,R1_orders_by_customer,0.52,OK,
20260127_144614,2026-01-27T14:46:15.029424+00:00Z,75,READ,R2_revenue_by_city,0.387,OK,
20260127_144614,2026-01-27T14:46:15.029828+00:00Z,76,READ,R3_top_products,0.4,OK,
20260127_144614,2026-01-27T14:46:15.030218+00:00Z,77,READ,R4_recent_customers,0.386,OK,
20260127_144614,2026-01-27T14:46:15.030601+00:00Z,78,READ,R4_recent_customers,0.379,OK,
20260127_144614,2026-01-27T14:46:15.030969+00:00Z,79,WRITE,UNKNOWN,0.365,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
