run_id,ts_utc,op_index,type,query_name,elapsed_ms,status,error
20260127_150819,2026-01-27T15:08:19.684947Z,24,READ,R3_top_products,0.421,OK,
20260127_150819,2026-01-27T15:08:19.685350Z,25,READ,R3_top_products,0.398,OK,
20260127_150819,2026-01-27T15:08:19.685723Z,26,READ,R5_avg_total_by_status,0.368,OK,
20260127_150819,2026-01-27T15:08:19.685737Z,27,WRITE,UNKNOWN,0.011,FAIL,2 params bound not matching 3 required
20260127_150819,2026-01-27T15:08:19.685746Z,28,WRITE,UNKNOWN,0.006,FAIL,2 params bound not matching 4 required
20260127_150819,2026-01-27T15:08:19.686259Z,29,READ,R1_orders_by_customer,0.511,OK,
20260127_150819,2026-01-27T15:08:19.686272Z,30,WRITE,UNKNOWN,0.01,FAIL,2 params bound not matching 4 required
20260127_150819,2026-01-27T15:08:19.686670Z,31,READ,R4_recent_customers,0.395,OK,
20260127_150819,2026-01-27T15:08:19.687069Z,32,READ,R4_recent_customers,0.393,OK,
20260127_150819,2026-01-27T15:08:19.687084Z,33,WRITE,UNKNOWN,0.011,FAIL,2 params bound not matching 4 required
20260127_150819,2026-01-27T15:08:19.687384Z,34,READ,R4_recent_customers,0.296,OK,
20260127_150819,2026-01-27T15:08:19.687666Z,35,READ,R5_avg_total_by_status,0.28,OK,
20260127_150819,2026-01-27T15:08:19.688036Z,36,READ,R1_orders_by_customer,0.365,OK,
20260127_150819,2026-01-27T15:08:19.688047Z,37,WRITE,UNKNOWN,0.008,FAIL,2 params bound not matching 3 required
20260127_150819,2026-01-27T15:08:19.688316Z,38,WRITE,UNKNOWN,0.266,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_150819,2026-01-27T15:08:19.688637Z,39,READ,R4_recent_customers,0.316,OK,
20260127_150819,2026-01-27T15:08:19.688915Z,40,READ,R4_recent_customers,0.275,OK,
20260127_150819,2026-01-27T15:08:19.689287Z,41,READ,R3_top_products,0.37,OK,
20260127_150819,2026-01-27T15:08:19.689557Z,42,WRITE,UNKNOWN,0.267,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_150819,2026-01-27T15:08:19.689569Z,43,WRITE,UNKNOWN,0.008,FAIL,2 params bound not matching 4 required
20260127_150819,2026-01-27T15:08:19.689577Z,44,WRITE,UNKNOWN,0.006,FAIL,2 params bound not matching 4 required
20260127_150819,2026-01-27T15:08:19.689881Z,45,READ,R4_recent_customers,0.301,OK,
20260127_150819,2026-01-27T15:08:19.689893Z,46,WRITE,UNKNOWN,0.009,FAIL,2 params bound not matching 3 required
20260127_150819,2026-01-27T15:08:19.690215Z,47,READ,R2_revenue_by_city,0.32,OK,
20260127_150819,2026-01-27T15:08:19.690562Z,48,READ,R2_revenue_by_city,0.344,OK,
20260127_150819,2026-01-27T15:08:19.690869Z,49,READ,R5_avg_total_by_status,0.303,OK,
20260127_150819,2026-01-27T15:08:19.691251Z,50,READ,R3_top_products,0.378,OK,
20260127_150819,2026-01-27T15:08:19.691614Z,51,READ,R4_recent_customers,0.36,OK,
20260127_150819,2026-01-27T15:08:19.691973Z,52,READ,R5_avg_total_by_status,0.356,OK,
20260127_150819,2026-01-27T15:08:19.692364Z,53,READ,R2_revenue_by_city,0.387,OK,
20260127_150819,2026-01-27T15:08:19.692731Z,54,READ,R5_avg_total_by_status,0.362,OK,
20260127_150819,2026-01-27T15:08:19.692745Z,55,WRITE,UNKNOWN,0.011,FAIL,2 params bound not matching 3 required
20260127_150819,2026-01-27T15:08:19.693088Z,56,READ,R5_avg_total_by_status,0.34,OK,
20260127_150819,2026-01-27T15:08:19.693473Z,57,READ,R4_recent_customers,0.382,OK,
20260127_150819,2026-01-27T15:08:19.693863Z,58,READ,R4_recent_customers,0.386,OK,
20260127_150819,2026-01-27T15:08:19.694363Z,59,READ,R1_orders_by_customer,0.497,OK,
20260127_150819,2026-01-27T15:08:19.694722Z,60,READ,R2_revenue_by_city,0.357,OK,
20260127_150819,2026-01-27T15:08:19.695188Z,61,READ,R1_orders_by_customer,0.463,OK,
20260127_150819,2026-01-27T15:08:19.695703Z,62,READ,R1_orders_by_customer,0.512,OK,
20260127_150819,2026-01-27T15:08:19.696063Z,63,READ,R5_avg_total_by_status,0.358,OK,
20260127_150819,2026-01-27T15:08:19.696466Z,64,READ,R3_top_products,0.399,OK,
20260127_150819,2026-01-27T15:08:19.696955Z,65,READ,R1_orders_by_customer,0.484,OK,
20260127_150819,2026-01-27T15:08:19.697343Z,66,READ,R2_revenue_by_city,0.384,OK,
20260127_150819,2026-01-27T15:08:19.697710Z,67,READ,R3_top_products,0.364,OK,
20260127_150819,2026-01-27T15:08:19.698080Z,68,READ,R4_recent_customers,0.367,OK,
20260127_150819,2026-01-27T15:08:19.698440Z,69,READ,R4_recent_customers,0.356,OK,
20260127_150819,2026-01-27T15:08:19.698786Z,70,WRITE,UNKNOWN,0.341,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_150819,2026-01-27T15:08:19.699169Z,71,READ,R3_top_products,0.377,OK,
20260127_150819,2026-01-27T15:08:19.699667Z,72,READ,R1_orders_by_customer,0.495,OK,
20260127_150819,2026-01-27T15:08:19.699997Z,73,WRITE,UNKNOWN,0.327,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_150819,2026-01-27T15:08:19.700011Z,74,WRITE,UNKNOWN,0.008,FAIL,2 params bound not matching 3 required
20260127_150819,2026-01-27T15:08:19.700361Z,75,READ,R2_revenue_by_city,0.347,OK,
20260127_150819,2026-01-27T15:08:19.701001Z,76,WRITE,W5_audit_log,0.636,OK,
20260127_150819,2026-01-27T15:08:19.701367Z,77,READ,R5_avg_total_by_status,0.361,OK,
20260127_150819,2026-01-27T15:08:19.701865Z,78,WRITE,W5_audit_log,0.496,OK,
20260127_150819,2026-01-27T15:08:19.702353Z,79,READ,R1_orders_by_customer,0.485,OK,
