run_id,ts_utc,op_index,type,query_name,elapsed_ms,status,error
20260127_190509,2026-01-27T19:05:09.861088Z,48,READ,R2_revenue_by_city,0.327,OK,
20260127_190509,2026-01-27T19:05:09.861395Z,49,READ,R5_avg_total_by_status,0.305,OK,
20260127_190509,2026-01-27T19:05:09.861713Z,50,READ,R3_top_products,0.315,OK,
20260127_190509,2026-01-27T19:05:09.862024Z,51,READ,R4_recent_customers,0.308,OK,
20260127_190509,2026-01-27T19:05:09.862328Z,52,READ,R5_avg_total_by_status,0.301,OK,
20260127_190509,2026-01-27T19:05:09.862641Z,53,READ,R2_revenue_by_city,0.31,OK,
20260127_190509,2026-01-27T19:05:09.862917Z,54,READ,R5_avg_total_by_status,0.274,OK,
20260127_190509,2026-01-27T19:05:09.862927Z,55,WRITE,UNKNOWN,0.008,FAIL,2 params bound not matching 3 required
20260127_190509,2026-01-27T19:05:09.863208Z,56,READ,R5_avg_total_by_status,0.277,OK,
20260127_190509,2026-01-27T19:05:09.863519Z,57,READ,R4_recent_customers,0.307,OK,
20260127_190509,2026-01-27T19:05:09.863833Z,58,READ,R4_recent_customers,0.312,OK,
20260127_190509,2026-01-27T19:05:09.864359Z,59,READ,R1_orders_by_customer,0.523,OK,
20260127_190509,2026-01-27T19:05:09.864722Z,60,READ,R2_revenue_by_city,0.36,OK,
20260127_190509,2026-01-27T19:05:09.865201Z,61,READ,R1_orders_by_customer,0.475,OK,
20260127_190509,2026-01-27T19:05:09.865679Z,62,READ,R1_orders_by_customer,0.475,OK,
20260127_190509,2026-01-27T19:05:09.866049Z,63,READ,R5_avg_total_by_status,0.367,OK,
20260127_190509,2026-01-27T19:05:09.866422Z,64,READ,R3_top_products,0.37,OK,
20260127_190509,2026-01-27T19:05:09.866886Z,65,READ,R1_orders_by_customer,0.46,OK,
20260127_190509,2026-01-27T19:05:09.867240Z,66,READ,R2_revenue_by_city,0.352,OK,
20260127_190509,2026-01-27T19:05:09.867618Z,67,READ,R3_top_products,0.374,OK,
20260127_190509,2026-01-27T19:05:09.867993Z,68,READ,R4_recent_customers,0.369,OK,
20260127_190509,2026-01-27T19:05:09.868390Z,69,READ,R4_recent_customers,0.395,OK,
20260127_190509,2026-01-27T19:05:09.868717Z,70,WRITE,UNKNOWN,0.324,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190509,2026-01-27T19:05:09.869095Z,71,READ,R3_top_products,0.371,OK,
20260127_190509,2026-01-27T19:05:09.869586Z,72,READ,R1_orders_by_customer,0.487,OK,
20260127_190509,2026-01-27T19:05:09.869919Z,73,WRITE,UNKNOWN,0.331,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190509,2026-01-27T19:05:09.869933Z,74,WRITE,UNKNOWN,0.008,FAIL,2 params bound not matching 3 required
20260127_190509,2026-01-27T19:05:09.870298Z,75,READ,R2_revenue_by_city,0.362,OK,
20260127_190509,2026-01-27T19:05:09.870976Z,76,WRITE,W5_audit_log,0.676,OK,
20260127_190509,2026-01-27T19:05:09.871373Z,77,READ,R5_avg_total_by_status,0.392,OK,
20260127_190509,2026-01-27T19:05:09.871830Z,78,WRITE,W5_audit_log,0.454,OK,
20260127_190509,2026-01-27T19:05:09.872210Z,79,READ,R1_orders_by_customer,0.378,OK,
