run_id,ts_utc,op_index,type,query_name,elapsed_ms,status,error
20260127_190148,2026-01-27T19:01:49.406433Z,23,READ,R1_orders_by_customer,0.521,OK,
20260127_190148,2026-01-27T19:01:49.406857Z,24,READ,R3_top_products,0.416,OK,
20260127_190148,2026-01-27T19:01:49.407264Z,25,READ,R3_top_products,0.398,OK,
20260127_190148,2026-01-27T19:01:49.407621Z,26,READ,R5_avg_total_by_status,0.344,OK,
20260127_190148,2026-01-27T19:01:49.407652Z,27,WRITE,UNKNOWN,0.024,FAIL,2 params bound not matching 3 required
20260127_190148,2026-01-27T19:01:49.407682Z,28,WRITE,UNKNOWN,0.021,FAIL,2 params bound not matching 4 required
20260127_190148,2026-01-27T19:01:49.408138Z,29,READ,R1_orders_by_customer,0.447,OK,
20260127_190148,2026-01-27T19:01:49.408173Z,30,WRITE,UNKNOWN,0.027,FAIL,2 params bound not matching 4 required
20260127_190148,2026-01-27T19:01:49.408559Z,31,READ,R4_recent_customers,0.376,OK,
20260127_190148,2026-01-27T19:01:49.408924Z,32,READ,R4_recent_customers,0.358,OK,
20260127_190148,2026-01-27T19:01:49.408954Z,33,WRITE,UNKNOWN,0.023,FAIL,2 params bound not matching 4 required
20260127_190148,2026-01-27T19:01:49.409314Z,34,READ,R4_recent_customers,0.352,OK,
20260127_190148,2026-01-27T19:01:49.409640Z,35,READ,R5_avg_total_by_status,0.319,OK,
20260127_190148,2026-01-27T19:01:49.410103Z,36,READ,R1_orders_by_customer,0.451,OK,
20260127_190148,2026-01-27T19:01:49.410137Z,37,WRITE,UNKNOWN,0.026,FAIL,2 params bound not matching 3 required
20260127_190148,2026-01-27T19:01:49.410450Z,38,WRITE,UNKNOWN,0.304,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190148,2026-01-27T19:01:49.410837Z,39,READ,R4_recent_customers,0.373,OK,
20260127_190148,2026-01-27T19:01:49.411245Z,40,READ,R4_recent_customers,0.397,OK,
20260127_190148,2026-01-27T19:01:49.411718Z,41,READ,R3_top_products,0.463,OK,
20260127_190148,2026-01-27T19:01:49.412121Z,42,WRITE,UNKNOWN,0.395,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190148,2026-01-27T19:01:49.412158Z,43,WRITE,UNKNOWN,0.022,FAIL,2 params bound not matching 4 required
20260127_190148,2026-01-27T19:01:49.412179Z,44,WRITE,UNKNOWN,0.015,FAIL,2 params bound not matching 4 required
20260127_190148,2026-01-27T19:01:49.412594Z,45,READ,R4_recent_customers,0.408,OK,
20260127_190148,2026-01-27T19:01:49.412620Z,46,WRITE,UNKNOWN,0.02,FAIL,2 params bound not matching 3 required
20260127_190148,2026-01-27T19:01:49.413026Z,47,READ,R2_revenue_by_city,0.399,OK,
20260127_190148,2026-01-27T19:01:49.413437Z,48,READ,R2_revenue_by_city,0.403,OK,
20260127_190148,2026-01-27T19:01:49.413830Z,49,READ,R5_avg_total_by_status,0.385,OK,
20260127_190148,2026-01-27T19:01:49.414227Z,50,READ,R3_top_products,0.391,OK,
20260127_190148,2026-01-27T19:01:49.414625Z,51,READ,R4_recent_customers,0.392,OK,
20260127_190148,2026-01-27T19:01:49.415006Z,52,READ,R5_avg_total_by_status,0.374,OK,
20260127_190148,2026-01-27T19:01:49.415429Z,53,READ,R2_revenue_by_city,0.41,OK,
20260127_190148,2026-01-27T19:01:49.415817Z,54,READ,R5_avg_total_by_status,0.378,OK,
20260127_190148,2026-01-27T19:01:49.415851Z,55,WRITE,UNKNOWN,0.022,FAIL,2 params bound not matching 3 required
20260127_190148,2026-01-27T19:01:49.416253Z,56,READ,R5_avg_total_by_status,0.394,OK,
20260127_190148,2026-01-27T19:01:49.416658Z,57,READ,R4_recent_customers,0.399,OK,
20260127_190148,2026-01-27T19:01:49.417160Z,58,READ,R4_recent_customers,0.498,OK,
20260127_190148,2026-01-27T19:01:49.417686Z,59,READ,R1_orders_by_customer,0.522,OK,
20260127_190148,2026-01-27T19:01:49.418053Z,60,READ,R2_revenue_by_city,0.364,OK,
20260127_190148,2026-01-27T19:01:49.418551Z,61,READ,R1_orders_by_customer,0.493,OK,
20260127_190148,2026-01-27T19:01:49.419086Z,62,READ,R1_orders_by_customer,0.528,OK,
20260127_190148,2026-01-27T19:01:49.419503Z,63,READ,R5_avg_total_by_status,0.412,OK,
20260127_190148,2026-01-27T19:01:49.419939Z,64,READ,R3_top_products,0.431,OK,
20260127_190148,2026-01-27T19:01:49.420467Z,65,READ,R1_orders_by_customer,0.517,OK,
20260127_190148,2026-01-27T19:01:49.420977Z,66,READ,R2_revenue_by_city,0.507,OK,
20260127_190148,2026-01-27T19:01:49.421485Z,67,READ,R3_top_products,0.504,OK,
20260127_190148,2026-01-27T19:01:49.421952Z,68,READ,R4_recent_customers,0.462,OK,
20260127_190148,2026-01-27T19:01:49.422382Z,69,READ,R4_recent_customers,0.423,OK,
20260127_190148,2026-01-27T19:01:49.422811Z,70,WRITE,UNKNOWN,0.424,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190148,2026-01-27T19:01:49.423221Z,71,READ,R3_top_products,0.399,OK,
20260127_190148,2026-01-27T19:01:49.423727Z,72,READ,R1_orders_by_customer,0.501,OK,
20260127_190148,2026-01-27T19:01:49.424070Z,73,WRITE,UNKNOWN,0.339,FAIL,Statement Execute Failed: [IBM][CLI Driver] CLI0112E  Error in assignment. SQLSTATE=22005 SQLCODE=-99999
20260127_190148,2026-01-27T19:01:49.424083Z,74,WRITE,UNKNOWN,0.008,FAIL,2 params bound not matching 3 required
20260127_190148,2026-01-27T19:01:49.424449Z,75,READ,R2_revenue_by_city,0.363,OK,
20260127_190148,2026-01-27T19:01:49.425352Z,76,WRITE,W5_audit_log,0.899,OK,
20260127_190148,2026-01-27T19:01:49.425796Z,77,READ,R5_avg_total_by_status,0.438,OK,
20260127_190148,2026-01-27T19:01:49.426327Z,78,WRITE,W5_audit_log,0.528,OK,
20260127_190148,2026-01-27T19:01:49.426840Z,79,READ,R1_orders_by_customer,0.51,OK,
